"SPECIES_NR","TURBOVEG_NAME","KAPLAN_PLUS_NAME","KAPLAN_PLUS_NAME_SIMPLE","AUTHORSHIP","CZECHVEG_ESY_NAME","CZECHVEG_ESY_NAME_SUBSP","PLANT_GROUP"
7893,"Phaseolus species","Phaseolus","Phaseolus","L.","Phaseolus species","Phaseolus","vascular"
7894,"Phegopteris connectilis","Phegopteris connectilis","Phegopteris connectilis","(Michx.) Watt","Phegopteris connectilis","Phegopteris connectilis","vascular"
7895,"Phegopteris species","Phegopteris","Phegopteris","(C. Presl) Fée","Phegopteris species","Phegopteris","vascular"
7896,"Philadelphus coronarius","Philadelphus coronarius","Philadelphus coronarius","L.","Philadelphus coronarius","Philadelphus coronarius","vascular"
7897,"Philadelphus pubescens","Philadelphus pubescens","Philadelphus pubescens","Loisel.","Philadelphus pubescens","Philadelphus pubescens","vascular"
7898,"Philadelphus species","Philadelphus","Philadelphus","L.","Philadelphus species","Philadelphus","vascular"
7899,"Philonotis caespitosa","Philonotis caespitosa","Philonotis caespitosa","Jur.","Philonotis caespitosa","Philonotis caespitosa","bryophyte"
7900,"Philonotis calcarea","Philonotis calcarea","Philonotis calcarea","(Bruch & Schimp.) Schimp.","Philonotis calcarea","Philonotis calcarea","bryophyte"
7901,"Philonotis capillaris","Philonotis capillaris","Philonotis capillaris","Lindb.","Philonotis capillaris","Philonotis capillaris","bryophyte"
7902,"Philonotis cernua","Philonotis cernua","Philonotis cernua","(Wilson) D.G.Griffin & W.R.Buck","Philonotis cernua","Philonotis cernua","bryophyte"
7903,"Philonotis fontana","Philonotis fontana","Philonotis fontana","(Hedw.) Brid.","Philonotis fontana","Philonotis fontana","bryophyte"
7904,"Philonotis hastata","Philonotis hastata","Philonotis hastata","(Duby) Wijk & Margad.","Philonotis hastata","Philonotis hastata","bryophyte"
7905,"Philonotis marchica","Philonotis marchica","Philonotis marchica","(Hedw.) Brid.","Philonotis marchica","Philonotis marchica","bryophyte"
7906,"Philonotis rigida","Philonotis rigida","Philonotis rigida","Brid.","Philonotis rigida","Philonotis rigida","bryophyte"
7907,"Philonotis seriata","Philonotis seriata","Philonotis seriata","Mitt.","Philonotis seriata","Philonotis seriata","bryophyte"
7908,"Philonotis tomentella","Philonotis tomentella","Philonotis tomentella","Molendo","Philonotis tomentella","Philonotis tomentella","bryophyte"
7909,"Philonotis species","Philonotis","Philonotis","Brid.","Philonotis species","Philonotis","bryophyte"
7910,"Phleum alpinum agg.","Phleum alpinum","Phleum alpinum","L.","Phleum alpinum","Phleum alpinum","vascular"
7911,"Phleum arenarium","Phleum arenarium","Phleum arenarium","L.","Phleum arenarium","Phleum arenarium","vascular"
7912,"Phleum bertolonii","Phleum nodosum","Phleum nodosum","L.","Phleum nodosum","Phleum nodosum","vascular"
7913,"Phleum commutatum","Phleum commutatum","Phleum commutatum","Gaudin","Phleum commutatum","Phleum commutatum","vascular"
7914,"Phleum hirsutum","Phleum hirsutum","Phleum hirsutum","Honck.","Phleum hirsutum","Phleum hirsutum","vascular"
7915,"Phleum paniculatum","Phleum paniculatum","Phleum paniculatum","Huds.","Phleum paniculatum","Phleum paniculatum","vascular"
7916,"Phleum phleoides","Phleum phleoides","Phleum phleoides","(L.) H.Karst.","Phleum phleoides","Phleum phleoides","vascular"
7917,"Phleum pratense agg.","Phleum pratense agg.","Phleum pratense agg.","L.","Phleum pratense","Phleum pratense","vascular"
7918,"Phleum pratense","Phleum pratense","Phleum pratense","L.","Phleum pratense","Phleum pratense","vascular"
7919,"Phleum rhaeticum","Phleum alpinum","Phleum alpinum","L.","Phleum alpinum","Phleum alpinum","vascular"
7920,"Phleum subulatum","Phleum subulatum","Phleum subulatum","(Savi) Asch. & Graebn.","Phleum subulatum","Phleum subulatum","vascular"
7921,"Phleum species","Phleum","Phleum","L.","Phleum species","Phleum","vascular"
7922,"Phlomis tuberosa","Phlomis tuberosa","Phlomis tuberosa","L.","Phlomis tuberosa","Phlomis tuberosa","vascular"
7923,"Phlomis species","Phlomis","Phlomis","L.","Phlomis species","Phlomis","vascular"
7924,"Phlox drummondii","Phlox drummondii","Phlox drummondii","Hook.","Phlox drummondii","Phlox drummondii","vascular"
7925,"Phlox paniculata","Phlox paniculata","Phlox paniculata","L.","Phlox paniculata","Phlox paniculata","vascular"
7926,"Phlox subulata","Phlox subulata","Phlox subulata","L.","Phlox subulata","Phlox subulata","vascular"
7927,"Phlox species","Phlox","Phlox","L.","Phlox species","Phlox","vascular"
7928,"Phlyctis agelaea","Phlyctis agelaea","Phlyctis agelaea","(Ach.) Flot.","Phlyctis agelaea","Phlyctis agelaea","lichen"
7929,"Phlyctis argena","Phlyctis argena","Phlyctis argena","(Ach.) Flot.","Phlyctis argena","Phlyctis argena","lichen"
7930,"Phlyctis species","Phlyctis","Phlyctis","(Wallr.) Flot., 1850","Phlyctis species","Phlyctis","lichen"
7931,"Phoenix dactylifera","Phoenix dactylifera","Phoenix dactylifera","L.","Phoenix dactylifera","Phoenix dactylifera","vascular"
7932,"Phoenix species","Phoenix","Phoenix","L.","Phoenix species","Phoenix","vascular"
7933,"Pholiurus pannonicus","Pholiurus pannonicus","Pholiurus pannonicus","(Host) Trin.","Pholiurus pannonicus","Pholiurus pannonicus","vascular"
7934,"Pholiurus species","Pholiurus","Pholiurus","Trin.","Pholiurus species","Pholiurus","vascular"
7935,"Phoma caloplacae","Phoma caloplacae","Phoma caloplacae","(D.Hawksw.) Crous & Trakun.","Phoma caloplacae","Phoma caloplacae","lichen"
7936,"Phoma cytospora","Phoma cytospora","Phoma cytospora","(Vouaux) Diederich, Ertz, Lawrey & van den Boom","Phoma cytospora","Phoma cytospora","lichen"
7937,"Phoma lecanorae","Phoma lecanorae","Phoma lecanorae","Vouaux","Phoma lecanorae","Phoma lecanorae","lichen"
7938,"Phoma lichenis","Phoma lichenis","Phoma lichenis","(With.) J.R.Laundon","Phoma lichenis","Phoma lichenis","lichen"
7939,"Phoma physciicola","Phoma physciicola","Phoma physciicola","Ertz & Diederich","Phoma physciicola","Phoma physciicola","lichen"
7940,"Phoma species","Phoma","Phoma","Sacc., 1880","Phoma species","Phoma","lichen"
7941,"Phragmites australis","Phragmites australis","Phragmites australis","(Cav.) Trin. ex Steud.","Phragmites australis","Phragmites australis","vascular"
7942,"Phragmites species","Phragmites","Phragmites","Adans.","Phragmites species","Phragmites","vascular"
7943,"Phuopsis stylosa","Phuopsis stylosa","Phuopsis stylosa","(Trin.) G.Nicholson","Phuopsis stylosa","Phuopsis stylosa","vascular"
7944,"Phuopsis species","Phuopsis","Phuopsis","(Griseb.) Hook.f.","Phuopsis species","Phuopsis","vascular"
7945,"Phylliscum demangeonii","Phylliscum demangeonii","Phylliscum demangeonii","(Moug. & Mont.) Nyl.","Phylliscum demangeonii","Phylliscum demangeonii","lichen"
7946,"Phylliscum species","Phylliscum","Phylliscum","Nyl.","Phylliscum species","Phylliscum","lichen"
7947,"Physalis alkekengi","Physalis alkekengi","Physalis alkekengi","Lour.","Physalis alkekengi","Physalis alkekengi","vascular"
7948,"Physalis alkekengi var. alkekengi","Physalis alkekengi var. alkekengi","Physalis alkekengi var. alkekengi","Moench","Physalis alkekengi var. alkekengi","Physalis alkekengi var. alkekengi","vascular"
7949,"Physalis alkekengi var. franchetii","Physalis alkekengi var. franchetii","Physalis alkekengi var. franchetii","(Mast.) Makino","Physalis alkekengi var. franchetii","Physalis alkekengi var. franchetii","vascular"
7950,"Physalis angulata","Physalis angulata","Physalis angulata","L.","Physalis angulata","Physalis angulata","vascular"
7951,"Physalis longifolia","Physalis longifolia","Physalis longifolia","Nutt.","Physalis longifolia","Physalis longifolia","vascular"
7952,"Physalis peruviana","Physalis peruviana","Physalis peruviana","L.","Physalis peruviana","Physalis peruviana","vascular"
7953,"Physalis philadelphica","Physalis philadelphica","Physalis philadelphica","Lam.","Physalis philadelphica","Physalis philadelphica","vascular"
7954,"Physalis species","Physalis","Physalis","L.","Physalis species","Physalis","vascular"
7955,"Physcia adscendens","Physcia adscendens","Physcia adscendens","H.Olivier","Physcia adscendens","Physcia adscendens","lichen"
7956,"Physcia aipolia","Physcia aipolia","Physcia aipolia","(Ehrh. ex Humb.) Fürnr.","Physcia aipolia","Physcia aipolia","lichen"
7957,"Physcia albinea","Physcia albinea","Physcia albinea","(Ach.) Nyl.","Physcia albinea","Physcia albinea","lichen"
7958,"Physcia biziana","Physcia biziana","Physcia biziana","(A.Massal.) Zahlbr.","Physcia biziana","Physcia biziana","lichen"
7959,"Physcia biziana var. aipolioides","Physcia biziana var. aipolioides","Physcia biziana var. aipolioides","(Nádv.) Breuss & Türk","Physcia biziana var. aipolioides","Physcia biziana var. aipolioides","lichen"
7960,"Physcia biziana var. biziana","Physcia biziana var. biziana","Physcia biziana var. biziana","(A.Massal.) Zahlbr.","Physcia biziana var. biziana","Physcia biziana var. biziana","lichen"
7961,"Physcia caesia","Physcia caesia","Physcia caesia","(Hoffm.) Fürnr.","Physcia caesia","Physcia caesia","lichen"
7962,"Physcia caesia var. caesia","Physcia caesia var. caesia","Physcia caesia var. caesia","(Hoffm.) Fürnr.","Physcia caesia var. caesia","Physcia caesia var. caesia","lichen"
7963,"Physcia caesia var. rhaetica","Physcia caesia var. rhaetica","Physcia caesia var. rhaetica","(Hoffm.) Fürnr.","Physcia caesia var. rhaetica","Physcia caesia var. rhaetica","lichen"
7964,"Physcia caesia var. ventosa","Physcia caesia var. ventosa","Physcia caesia var. ventosa","(Hoffm.) Fürnr.","Physcia caesia var. ventosa","Physcia caesia var. ventosa","lichen"
7965,"Physcia clementei","Physcia clementei","Physcia clementei","(Sm.) Lynge","Physcia clementei","Physcia clementei","lichen"
7966,"Physcia dimidiata","Physcia dimidiata","Physcia dimidiata","(Arnold) Nyl.","Physcia dimidiata","Physcia dimidiata","lichen"
7967,"Physcia dubia","Physcia dubia","Physcia dubia","(Hoffm.) Lettau","Physcia dubia","Physcia dubia","lichen"
7968,"Physcia dubia var. intermedia","Physcia dubia var. intermedia","Physcia dubia var. intermedia","(Hoffm.) Lettau","Physcia dubia var. intermedia","Physcia dubia var. intermedia","lichen"
7969,"Physcia magnussonii","Physcia magnussonii","Physcia magnussonii","Frey","Physcia magnussonii","Physcia magnussonii","lichen"
7970,"Physcia phaea","Physcia phaea","Physcia phaea","(Tuck. ex E.Michener) J.W.Thomson","Physcia phaea","Physcia phaea","lichen"
7971,"Physcia semipinnata","Physcia semipinnata","Physcia semipinnata","(Ach.) DC.","Physcia semipinnata","Physcia semipinnata","lichen"
7972,"Physcia stellaris","Physcia stellaris","Physcia stellaris","(L.) Nyl.","Physcia stellaris","Physcia stellaris","lichen"
7973,"Physcia subalbinea","Physcia subalbinea","Physcia subalbinea","Nyl.","Physcia subalbinea","Physcia subalbinea","lichen"
7974,"Physcia tenella","Physcia tenella","Physcia tenella","(Scop.) DC.","Physcia tenella","Physcia tenella","lichen"
7975,"Physcia teretiuscula","Physcia dubia","Physcia dubia","(Hoffm.) Lettau","Physcia teretiuscula","Physcia teretiuscula","lichen"
7976,"Physcia tribacia","Physcia tribacia","Physcia tribacia","(Ach.) Nyl.","Physcia tribacia","Physcia tribacia","lichen"
7977,"Physcia vainioi","Physcia caesia","Physcia caesia","(Hoffm.) Fürnr.","Physcia vainioi","Physcia vainioi","lichen"
7978,"Physcia species","Physcia","Physcia","(Schreb.) Michx., 1803","Physcia species","Physcia","lichen"
7979,"Physcomitrella hampei","Physcomitrella hampei","Physcomitrella hampei","(Limpr.) Loeske & Györffy","Physcomitrella hampei","Physcomitrella hampei","bryophyte"
7980,"Physcomitrella patens","Physcomitrella patens","Physcomitrella patens","(Hedw.) Bruch & Schimp.","Physcomitrella patens","Physcomitrella patens","bryophyte"
7981,"Physcomitrella species","Physcomitrella","Physcomitrella","Bruch & Schimp.","Physcomitrella species","Physcomitrella","bryophyte"
7982,"Physcomitriella patens","Physcomitrella patens","Physcomitrella patens","(Hedw.) Bruch & Schimp.","Physcomitrella patens","Physcomitrella patens","bryophyte"
7983,"Physcomitriella species","Physcomitriella","Physcomitriella","(Brid.) Brid.","Physcomitriella species","Physcomitriella","bryophyte"
7984,"Physcomitrium arenicola","Physcomitrium arenicola","Physcomitrium arenicola","Laz.","Physcomitrium arenicola","Physcomitrium arenicola","bryophyte"
7985,"Physcomitrium eurystomum","Physcomitrium eurystomum","Physcomitrium eurystomum","Sendtn.","Physcomitrium eurystomum","Physcomitrium eurystomum","bryophyte"
7986,"Physcomitrium pyriforme","Physcomitrium pyriforme","Physcomitrium pyriforme","(Hedw.) Hampe","Physcomitrium pyriforme","Physcomitrium pyriforme","bryophyte"
7987,"Physcomitrium sphaericum","Physcomitrium sphaericum","Physcomitrium sphaericum","(C.F.Ludw.) Fürnr.","Physcomitrium sphaericum","Physcomitrium sphaericum","bryophyte"
7988,"Physcomitrium species","Physcomitrium","Physcomitrium","(Brid.) Brid.","Physcomitrium species","Physcomitrium","bryophyte"
7989,"Physconia detersa","Physconia detersa","Physconia detersa","(Nyl.) Poelt","Physconia detersa","Physconia detersa","lichen"
7990,"Physconia distorta","Physconia distorta","Physconia distorta","(With.) J.R.Laundon","Physconia distorta","Physconia distorta","lichen"
7991,"Physconia enteroxantha","Physconia enteroxantha","Physconia enteroxantha","(Nyl.) Poelt","Physconia enteroxantha","Physconia enteroxantha","lichen"
7992,"Physconia grisea","Physconia grisea","Physconia grisea","(Lam.) Poelt","Physconia grisea","Physconia grisea","lichen"
7993,"Physconia grisea ssp. lilacina","Physconia grisea  subsp. lilacina","Physconia grisea  subsp. lilacina","(Lam.) S.Y.Kondr., Lőkös & Hur","Physconia grisea ssp. lilacina","Physconia grisea subsp. lilacina","lichen"
7994,"Physconia muscigena","Physconia muscigena","Physconia muscigena","(Ach.) Poelt","Physconia muscigena","Physconia muscigena","lichen"
7995,"Physconia perisidiosa","Physconia perisidiosa","Physconia perisidiosa","(Erichsen) Moberg","Physconia perisidiosa","Physconia perisidiosa","lichen"
7996,"Physconia petraea","Physconia petraea","Physconia petraea","(Poelt) Vezda & Poelt","Physconia petraea","Physconia petraea","lichen"
7997,"Physconia servitii","Physconia servitii","Physconia servitii","(Nádv.) Poelt","Physconia servitii","Physconia servitii","lichen"
7998,"Physconia species","Physconia","Physconia","Poelt, 1965","Physconia species","Physconia","lichen"
7999,"Physocarpus opulifolius","Physocarpus opulifolius","Physocarpus opulifolius","(L.) Maxim.","Physocarpus opulifolius","Physocarpus opulifolius","vascular"
8000,"Physocarpus species","Physocarpus","Physocarpus","(Cambess.) Raf.","Physocarpus species","Physocarpus","vascular"
8001,"Physoplexis comosa","Physoplexis comosa","Physoplexis comosa","(L.) Schur","Physoplexis comosa","Physoplexis comosa","vascular"
8002,"Physoplexis species","Physoplexis","Physoplexis","Schur","Physoplexis species","Physoplexis","vascular"
8003,"Physostegia virginiana","Physostegia virginiana","Physostegia virginiana","(L.) Benth.","Physostegia virginiana","Physostegia virginiana","vascular"
8004,"Physostegia species","Physostegia","Physostegia","Benth.","Physostegia species","Physostegia","vascular"
8005,"Phyteuma betonicifolium","Phyteuma betonicifolium","Phyteuma betonicifolium","Vill.","Phyteuma betonicifolium","Phyteuma betonicifolium","vascular"
8006,"Phyteuma confusum","Phyteuma confusum","Phyteuma confusum","A.Kern.","Phyteuma confusum","Phyteuma confusum","vascular"
8007,"Phyteuma globulariifolium","Phyteuma globulariifolium","Phyteuma globulariifolium","Sternb. & Hoppe","Phyteuma globulariifolium","Phyteuma globulariifolium","vascular"
8008,"Phyteuma globularii ssp. globularii","Phyteuma globularii subsp. globularii","Phyteuma globularii subsp. globularii","L.","Phyteuma globularii ssp. globularii","Phyteuma globularii subsp. globularii","vascular"
8009,"Phyteuma hemisphaericum","Phyteuma hemisphaericum","Phyteuma hemisphaericum","L.","Phyteuma hemisphaericum","Phyteuma hemisphaericum","vascular"
8010,"Phyteuma michelii agg.","Phyteuma michelii agg.","Phyteuma michelii agg.","L.","Phyteuma michelii agg.","Phyteuma michelii agg.","vascular"
8011,"Phyteuma nigrum","Phyteuma nigrum","Phyteuma nigrum","F.W.Schmidt","Phyteuma nigrum","Phyteuma nigrum","vascular"
8012,"Phyteuma orbiculare","Phyteuma orbiculare","Phyteuma orbiculare","L.","Phyteuma orbiculare","Phyteuma orbiculare","vascular"
8013,"Phyteuma ovatum","Phyteuma ovatum","Phyteuma ovatum","Honck.","Phyteuma ovatum","Phyteuma ovatum","vascular"
8014,"Phyteuma pauciflorum agg.","Phyteuma pauciflorum agg.","Phyteuma pauciflorum agg.","L.","Phyteuma pauciflorum agg.","Phyteuma pauciflorum agg.","vascular"
8015,"Phyteuma persicifolium","Phyteuma persicifolium","Phyteuma persicifolium","Hoppe","Phyteuma persicifolium","Phyteuma persicifolium","vascular"
8016,"Phyteuma scheuchzeri","Phyteuma scheuchzeri","Phyteuma scheuchzeri","All.","Phyteuma scheuchzeri","Phyteuma scheuchzeri","vascular"
8017,"Phyteuma scheuchzeri ssp. columnae","Phyteuma scheuchzeri subsp. columnae","Phyteuma scheuchzeri subsp. columnae","(E.Thomas) Bech.","Phyteuma scheuchzeri ssp. columnae","Phyteuma scheuchzeri subsp. columnae","vascular"
8018,"Phyteuma sieberi","Phyteuma sieberi","Phyteuma sieberi","Spreng.","Phyteuma sieberi","Phyteuma sieberi","vascular"
8019,"Phyteuma spicatum","Phyteuma spicatum","Phyteuma spicatum","L.","Phyteuma spicatum","Phyteuma spicatum","vascular"
8020,"Phyteuma spicatum ssp. coeruleum","Phyteuma spicatum subsp. coeruleum","Phyteuma spicatum subsp. coeruleum","Rich.Schulz","Phyteuma spicatum ssp. coeruleum","Phyteuma spicatum subsp. coeruleum","vascular"
8021,"Phyteuma spicatum ssp. spicatum","Phyteuma spicatum","Phyteuma spicatum","L.","Phyteuma spicatum","Phyteuma spicatum","vascular"
8022,"Phyteuma species","Phyteuma","Phyteuma","Lour.","Phyteuma species","Phyteuma","vascular"
8023,"Phytolacca americana","Phytolacca americana","Phytolacca americana","L.","Phytolacca americana","Phytolacca americana","vascular"
8024,"Phytolacca esculenta","Phytolacca acinosa","Phytolacca acinosa","Roxb.","Phytolacca acinosa","Phytolacca acinosa","vascular"
8025,"Phytolacca species","Phytolacca","Phytolacca","L.","Phytolacca species","Phytolacca","vascular"
8026,"Picea abies","Picea abies","Picea abies","(L.) H.Karst.","Picea abies","Picea abies","vascular"
8027,"Picea species","Picea","Picea","A. Dietr.","Picea abies","Picea abies","vascular"
8028,"Picris crepoides","Picris crepoides","Picris crepoides","Saut.","Picris crepoides","Picris crepoides","vascular"
8029,"Picris hieracioides agg.","Picris hieracioides","Picris hieracioides","L.","Picris hieracioides","Picris hieracioides","vascular"
