NameOrig,NameKaplan,Rank,light,temperature,moisture,reaction,nutrients,salinity,light_x,temperature_x,moisture_x,reaction_x,nutrients_x
Astrantia major,Astrantia major,species,5,4,6,7,6,0,5,4,6,7,6
Astrantia major ssp. major,Astrantia major subsp. major,subspecies,5,4,6,7,6,0,5,4,6,7,6
Athyrium distentifolium,Athyrium distentifolium,species,5,3,6,5,6,0,5,3,6,5,6
Athyrium filix-femina,Athyrium filix-femina,species,3,5,6,5,6,0,3,x,6,x,6
Atriplex hortensis,Atriplex hortensis,species,7,6,5,7,8,1,7,6,5,7,8
Atriplex hortensis var. hortensis,Atriplex hortensis var. hortensis,variant,7,6,5,7,8,1,7,6,5,7,8
Atriplex hortensis var. rubra,Atriplex hortensis var. rubra,variant,7,6,5,7,8,1,7,6,5,7,8
Atriplex oblongifolia,Atriplex oblongifolia,species,8,7,4,7,6,1,8,7,4,7,6
Atriplex patula,Atriplex patula,species,7,6,5,7,7,1,7,6,5,7,7
Atriplex prostrata,Atriplex prostrata,species,8,7,7,7,8,3,8,7,7,7,8
Atriplex prostrata ssp. latifolia,Atriplex prostrata subsp. latifolia,subspecies,8,7,7,7,8,3,8,7,7,7,8
Atriplex rosea,Atriplex rosea,species,9,6,5,7,7,2,9,6,5,7,7
Atriplex sagittata,Atriplex sagittata,species,9,7,5,7,7,1,9,7,x,7,7
Atriplex tatarica,Atriplex tatarica,species,9,7,4,7,6,2,9,7,4,7,6
Atropa bella-donna,Atropa bella-donna,species,6,5,5,6,8,0,6,5,5,6,8
Aurinia saxatilis,Aurinia saxatilis,species,9,7,1,6,2,0,9,7,1,6,2
Aurinia saxatilis ssp. saxatilis,Aurinia saxatilis subsp. saxatilis,subspecies,9,7,1,6,2,0,9,7,1,6,2
Avena fatua,Avena fatua,species,8,6,5,7,7,0,8,6,5,7,x
Avena sativa,Avena sativa,species,8,5,5,6,7,0,8,5,5,6,7
Avenella flexuosa,Avenella flexuosa,species,6,5,5,2,3,0,x,x,x,2,3
Avenula pubescens,Avenula pubescens,species,7,6,4,6,4,0,7,x,4,x,4
Azolla filiculoides,Azolla filiculoides,species,7,8,11,6,8,0,7,8,11,x,8
Ballota nigra,Ballota nigra,species,7,6,5,7,8,1,7,6,5,x,8
Ballota nigra ssp. meridionalis,Ballota nigra subsp. meridionalis,subspecies,7,6,5,7,8,1,7,6,5,7,8
Ballota nigra ssp. nigra,Ballota nigra subsp. nigra,subspecies,7,6,5,7,8,1,7,6,5,7,8
Barbarea stricta,Barbarea stricta,species,8,6,7,7,7,0,8,6,7,7,7
Barbarea vulgaris,Barbarea vulgaris,species,8,6,6,6,6,0,8,6,6,x,6
Barbarea vulgaris ssp. arcuata,Barbarea vulgaris subsp. arcuata,subspecies,8,6,6,6,6,0,8,6,6,x,6
Barbarea vulgaris ssp. vulgaris,Barbarea vulgaris subsp. vulgaris,subspecies,8,6,6,6,6,0,8,6,6,x,6
Bartsia alpina,Bartsia alpina,species,8,3,8,7,3,0,8,3,8,7,3
Bassia laniflora,Bassia laniflora,species,9,8,2,5,2,0,9,8,2,5,2
Bassia prostrata,Bassia prostrata,species,9,8,2,8,3,1,9,8,2,8,3
Bassia scoparia,Bassia scoparia,species,8,7,4,6,6,1,8,7,4,6,6
Bassia scoparia ssp. densiflora,Bassia scoparia subsp. densiflora,subspecies,8,7,4,6,6,1,8,7,4,6,6
Bassia scoparia ssp. scoparia,Bassia scoparia subsp. scoparia,subspecies,8,7,4,6,6,1,8,7,4,6,6
Batrachium aquatile,Batrachium aquatile,species,8,6,12,6,6,1,8,6,12,6,6
Batrachium baudotii,Batrachium baudotii,species,8,7,11,8,7,4,8,7,11,8,7
Batrachium circinatum,Batrachium circinatum,species,7,6,12,7,6,2,7,6,12,7,6
Batrachium fluitans,Batrachium fluitans,species,8,6,12,5,7,0,8,6,12,x,7
Batrachium peltatum,Batrachium peltatum,species,8,6,12,7,6,1,8,6,12,7,6
Batrachium penicillatum,Batrachium penicillatum,species,8,6,11,7,6,1,8,6,11,7,x
Batrachium rionii,Batrachium rionii,species,8,7,11,7,7,3,8,7,11,7,7
Batrachium trichophyllum,Batrachium trichophyllum,species,7,6,12,7,6,1,7,6,12,7,6
Beckmannia eruciformis,Beckmannia eruciformis,species,7,7,9,9,3,4,7,7,9,9,3
Beckmannia eruciformis ssp. eruciformis,Beckmannia eruciformis subsp. eruciformis,subspecies,7,7,9,9,3,4,7,7,9,9,3
Beckmannia syzigachne,Beckmannia syzigachne,species,7,7,9,7,3,0,7,7,9,7,3
Bellidiastrum michelii,Bellidiastrum michelii,species,8,3,5,8,4,0,8,3,5,8,4
Bellis perennis,Bellis perennis,species,8,5,5,5,6,1,8,x,5,x,6
Berberis vulgaris,Berberis vulgaris,species,7,6,4,8,4,0,7,6,4,8,4
Bergenia crassifolia,Bergenia crassifolia,species,4,4,5,5,5,0,4,4,5,5,5
Berteroa incana,Berteroa incana,species,9,6,3,6,4,0,9,6,3,6,4
Berteroa incana ssp. incana,Berteroa incana subsp. incana,subspecies,9,6,3,6,4,0,9,6,3,6,4
Berteroa incana ssp. stricta,Berteroa incana subsp. stricta,subspecies,9,6,3,6,4,0,9,6,3,6,4
Berula erecta,Berula erecta,species,7,6,10,8,6,2,x,6,10,8,6
Betonica officinalis,Betonica officinalis,species,6,6,4,7,4,1,6,6,x,7,4
Betula carpatica,Betula carpatica,species,8,4,5,2,2,0,8,4,x,2,2
Betula humilis,Betula humilis,species,7,5,9,4,3,0,7,5,9,4,3
Betula nana,Betula nana,species,8,3,8,1,1,0,8,3,8,1,1
Betula oycoviensis,Betula oycoviensis,species,8,5,5,3,3,0,8,5,5,3,3
Betula pendula,Betula pendula,species,7,5,5,4,3,1,7,x,x,x,x
Betula pendula var. obscura,Betula pendula var. obscura,variant,7,5,5,4,3,0,7,x,x,x,x
Betula pendula var. pendula,Betula pendula var. pendula,variant,7,5,5,4,3,1,7,x,x,x,x
Betula petraea,Betula petraea,species,7,5,5,4,3,0,7,x,x,4,3
Betula pubescens,Betula pubescens,species,7,5,8,3,3,0,7,5,8,3,3
Bidens cernuus,Bidens cernuus,species,8,6,9,7,8,1,8,6,9,7,8
Bidens connatus,Bidens connatus,species,8,7,9,7,8,1,8,7,9,7,8
Bidens frondosus,Bidens frondosus,species,7,6,9,7,8,1,7,6,9,7,8
Bidens pilosus,Bidens pilosus,species,8,8,8,6,8,1,8,8,8,6,8
Bidens radiatus,Bidens radiatus,species,8,6,9,5,8,1,8,6,9,5,8
Bidens tripartitus,Bidens tripartitus,species,8,6,9,6,8,1,8,6,9,x,8
Bifora radians,Bifora radians,species,8,7,4,8,6,0,8,7,4,8,x
Biscutella laevigata,Biscutella laevigata,species,8,5,3,7,2,0,8,5,3,7,2
Biscutella laevigata ssp. varia,Biscutella laevigata subsp. varia,subspecies,8,5,3,7,2,0,8,5,3,7,2
Bistorta officinalis,Bistorta officinalis,species,7,4,7,5,5,0,7,4,7,5,5
Blechnum spicant,Blechnum spicant,species,3,3,6,2,3,0,3,3,6,2,3
Blysmus compressus,Blysmus compressus,species,8,5,8,8,3,2,8,5,8,8,3
Bolboschoenus laticarpus,Bolboschoenus laticarpus,species,8,6,10,8,6,1,8,6,10,8,6
Bolboschoenus maritimus,Bolboschoenus maritimus,species,8,6,10,8,7,5,8,6,10,8,7
Bolboschoenus maritimus agg.,Bolboschoenus maritimus agg.,aggregate,8,6,10,8,6,2,8,6,10,8,6
Bolboschoenus planiculmis,Bolboschoenus planiculmis,species,8,7,9,8,7,3,8,7,9,8,7
Bolboschoenus yagara,Bolboschoenus yagara,species,8,6,10,7,6,1,8,6,10,7,6
Borago officinalis,Borago officinalis,species,8,7,4,7,6,0,8,7,4,7,6
Bothriochloa ischaemum,Bothriochloa ischaemum,species,9,7,3,8,3,0,9,7,3,8,3
Botrychium lunaria,Botrychium lunaria,species,8,5,4,5,2,0,8,5,4,x,2
Botrychium matricariifolium,Botrychium matricariifolium,species,7,4,4,4,2,0,7,4,4,4,2
Botrychium multifidum,Botrychium multifidum,species,6,4,6,4,2,0,6,4,6,4,2
Botrychium simplex,Botrychium simplex,species,6,4,5,1,2,0,6,4,5,1,2
Brachypodium pinnatum,Brachypodium pinnatum,species,6,6,4,7,4,0,6,6,4,7,4
Brachypodium pinnatum agg.,Brachypodium pinnatum agg.,aggregate,6,6,4,7,4,0,6,6,4,7,4
Brachypodium rupestre,Brachypodium rupestre,species,7,6,4,7,3,0,7,6,4,7,3
Brachypodium sylvaticum,Brachypodium sylvaticum,species,4,5,5,6,7,0,4,5,5,6,7
Brassica elongata,Brassica elongata,species,9,7,4,8,5,1,9,7,4,8,5
Brassica elongata ssp. elongata,Brassica elongata subsp. elongata,subspecies,9,7,4,8,5,1,9,7,4,8,5
Brassica elongata ssp. integrifolia,Brassica elongata subsp. integrifolia,subspecies,9,7,4,8,5,1,9,7,4,8,5
Brassica napus,Brassica napus,species,7,6,6,7,8,1,7,6,6,7,8
Brassica nigra,Brassica nigra,species,8,7,6,8,7,1,8,7,6,8,7
Brassica rapa,Brassica rapa,species,8,6,5,7,7,1,8,6,5,7,7
Briza media,Briza media,species,8,5,5,5,3,1,8,5,x,x,3
Bromus arvensis,Bromus arvensis,species,7,6,4,8,6,0,7,6,4,8,6
Bromus benekenii,Bromus benekenii,species,5,5,5,7,6,0,5,5,5,7,6
Bromus commutatus,Bromus commutatus,species,7,7,4,7,5,1,7,7,4,7,5
Bromus erectus,Bromus erectus,species,8,5,3,8,4,1,8,5,3,8,4
Bromus hordeaceus,Bromus hordeaceus,species,8,6,5,6,5,1,8,6,x,x,5
Bromus hordeaceus ssp. hordeaceus,Bromus hordeaceus subsp. hordeaceus,subspecies,8,6,5,6,5,1,8,6,x,x,5
Bromus inermis,Bromus inermis,species,8,6,4,8,6,1,8,6,4,8,6
Bromus japonicus,Bromus japonicus,species,8,7,4,8,5,0,8,7,4,8,5
Bromus racemosus,Bromus racemosus,species,7,6,8,6,5,1,7,6,8,6,5
Bromus racemosus agg.,Bromus racemosus agg.,aggregate,7,6,8,6,5,1,7,6,8,6,5
Bromus ramosus,Bromus ramosus,species,5,6,5,7,6,0,5,6,5,7,6
Bromus ramosus agg.,Bromus ramosus agg.,aggregate,5,5,5,7,6,0,5,5,5,7,6
Bromus secalinus,Bromus secalinus,species,7,6,5,5,5,0,7,6,x,5,x
Bromus squarrosus,Bromus squarrosus,species,9,8,3,8,3,0,9,8,3,8,3
Bromus sterilis,Bromus sterilis,species,7,6,4,6,7,0,7,6,4,x,7
Bromus tectorum,Bromus tectorum,species,8,6,3,8,5,0,8,6,3,8,5
Bryonia alba,Bryonia alba,species,7,6,5,7,7,0,7,6,5,7,7
Bryonia dioica,Bryonia dioica,species,7,6,5,8,7,0,7,6,5,8,7
Buddleja davidii,Buddleja davidii,species,8,7,4,7,4,0,8,7,4,7,4
Buglossoides arvensis,Buglossoides arvensis,species,7,6,4,7,5,0,7,6,4,7,5
Buglossoides arvensis agg.,Buglossoides arvensis agg.,aggregate,7,6,4,7,5,0,7,6,4,7,5
Buglossoides arvensis ssp. arvensis,Buglossoides arvensis subsp. arvensis,subspecies,7,6,4,7,5,0,7,6,4,7,5
Buglossoides incrassata,Buglossoides incrassata,species,7,6,4,7,5,0,7,6,4,7,5
Buglossoides incrassata ssp. incrassata,Buglossoides incrassata subsp. incrassata,subspecies,7,6,4,7,5,0,7,6,4,7,5
Buglossoides incrassata ssp. splitgerberi,Buglossoides incrassata subsp. splitgerberi,subspecies,7,6,4,7,5,0,7,6,4,7,5
Buglossoides purpurocaerulea,Buglossoides purpurocaerulea,species,5,7,4,8,4,0,5,7,4,8,4
Bunias orientalis,Bunias orientalis,species,7,6,5,7,7,1,7,6,5,7,7
Bunium bulbocastanum,Bunium bulbocastanum,species,7,7,4,9,4,0,7,7,4,9,4
Buphthalmum salicifolium,Buphthalmum salicifolium,species,8,5,4,8,3,0,8,5,4,8,3
Bupleurum affine,Bupleurum affine,species,8,7,3,8,4,0,8,7,3,8,4
Bupleurum falcatum,Bupleurum falcatum,species,6,6,3,8,3,0,6,6,3,8,3
Bupleurum falcatum ssp. falcatum,Bupleurum falcatum subsp. falcatum,subspecies,6,6,3,8,3,0,6,6,3,8,3
Bupleurum longifolium,Bupleurum longifolium,species,5,5,5,8,5,0,5,5,5,8,5
Bupleurum longifolium ssp. longifolium,Bupleurum longifolium subsp. longifolium,subspecies,5,5,5,8,5,0,5,5,5,8,5
Bupleurum longifolium ssp. vapincense,Bupleurum longifolium subsp. vapincense,subspecies,7,3,5,7,5,0,7,3,5,7,5
Bupleurum rotundifolium,Bupleurum rotundifolium,species,8,7,3,9,4,0,8,7,3,9,4
Bupleurum tenuissimum,Bupleurum tenuissimum,species,9,6,7,8,4,6,9,6,7,8,4
Butomus umbellatus,Butomus umbellatus,species,7,6,10,7,7,1,7,6,10,x,7
Buxus sempervirens,Buxus sempervirens,species,5,8,4,8,4,0,5,8,4,8,4
Cakile maritima,Cakile maritima,species,9,6,6,7,8,4,9,6,6,7,8
Cakile maritima ssp. baltica,Cakile maritima subsp. baltica,subspecies,9,6,6,7,8,4,9,6,6,7,8
Cakile maritima ssp. euxina,Cakile maritima subsp. euxina,subspecies,9,6,6,7,8,4,9,6,6,7,8
Calamagrostis arundinacea,Calamagrostis arundinacea,species,5,5,5,4,5,0,x,5,5,4,5
Calamagrostis canescens,Calamagrostis canescens,species,6,5,9,5,5,0,x,5,9,5,5
Calamagrostis epigejos,Calamagrostis epigejos,species,7,5,5,6,6,1,7,x,x,x,x
Calamagrostis phragmitoides,Calamagrostis phragmitoides,species,7,4,8,5,3,0,7,4,8,x,3
Calamagrostis pseudophragmites,Calamagrostis pseudophragmites,species,8,5,7,8,4,0,8,5,7,8,4
Calamagrostis stricta,Calamagrostis stricta,species,8,5,9,6,2,0,8,5,9,x,2
Calamagrostis varia,Calamagrostis varia,species,6,4,5,8,3,0,6,4,5,8,3
Calamagrostis villosa,Calamagrostis villosa,species,5,4,6,2,4,0,x,4,6,2,4
Calendula arvensis,Calendula arvensis,species,8,8,4,8,6,0,8,8,4,8,6
Calendula officinalis,Calendula officinalis,species,8,6,5,7,7,0,8,6,5,7,7
Calla palustris,Calla palustris,species,6,5,10,6,5,0,x,5,10,6,5
Callitriche cophocarpa,Callitriche cophocarpa,species,8,5,10,5,6,0,8,5,10,5,6
Callitriche hamulata,Callitriche hamulata,species,8,4,10,3,6,0,8,4,10,3,6
Callitriche hermaphroditica,Callitriche hermaphroditica,species,7,6,12,4,3,0,7,6,12,4,3
Callitriche palustris,Callitriche palustris,species,6,5,11,5,6,0,6,5,11,5,6
Callitriche palustris agg.,Callitriche palustris agg.,aggregate,7,5,10,5,6,0,7,5,10,5,6
Callitriche platycarpa,Callitriche platycarpa,species,7,6,11,5,6,0,7,6,11,5,6
Callitriche stagnalis,Callitriche stagnalis,species,6,5,10,4,4,0,6,5,10,4,4
Calluna vulgaris,Calluna vulgaris,species,8,5,5,1,1,0,8,x,x,1,1
Caltha palustris,Caltha palustris,species,6,5,9,5,6,0,6,x,9,x,6
Caltha palustris ssp. cornuta,Caltha palustris subsp. cornuta,subspecies,5,6,9,5,6,0,6,6,9,x,6
Caltha palustris ssp. laeta,Caltha palustris subsp. laeta,subspecies,6,4,9,5,6,0,6,4,9,x,6
Caltha palustris ssp. palustris,Caltha palustris subsp. palustris,subspecies,6,5,9,5,6,0,6,x,9,x,6
Caltha palustris ssp. procumbens,Caltha palustris subsp. procumbens,subspecies,6,4,9,4,6,0,6,4,9,4,6
Calystegia pulchra,Calystegia pulchra,species,7,6,5,7,7,0,7,6,5,x,7
Calystegia sepium,Calystegia sepium,species,7,6,7,7,8,1,7,6,7,7,8
Calystegia sepium ssp. sepium,Calystegia sepium subsp. sepium,subspecies,7,6,7,7,8,1,7,6,7,7,8
Camelina alyssum,Camelina alyssum,species,7,6,5,6,4,0,7,6,5,6,4
Camelina alyssum ssp. alyssum,Camelina alyssum subsp. alyssum,subspecies,7,6,5,6,4,0,7,6,5,6,4
Camelina alyssum ssp. integerrima,Camelina alyssum subsp. integerrima,subspecies,7,6,5,6,4,0,7,6,5,6,4
Camelina microcarpa,Camelina microcarpa,species,7,6,4,8,5,0,7,6,4,8,5
Camelina microcarpa ssp. microcarpa,Camelina microcarpa subsp. microcarpa,subspecies,7,6,4,8,5,0,7,6,4,8,5
Camelina microcarpa ssp. pilosa,Camelina microcarpa subsp. pilosa,subspecies,7,6,4,8,5,0,7,6,4,8,5
Camelina sativa,Camelina sativa,species,7,7,4,7,5,0,7,7,4,7,5
Camelina sativa var. sativa,Camelina sativa var. sativa,variant,7,7,4,7,5,0,7,7,4,7,5
Camelina sativa var. zingeri,Camelina sativa var. zingeri,variant,7,7,4,7,5,0,7,7,4,7,5
Campanula barbata,Campanula barbata,species,7,2,5,2,2,0,7,2,5,2,2
Campanula bohemica,Campanula bohemica,species,7,3,5,3,3,0,7,3,5,3,3
Campanula bononiensis,Campanula bononiensis,species,7,6,3,8,3,0,7,6,3,8,3
Campanula cervicaria,Campanula cervicaria,species,6,6,5,7,4,0,6,6,5,7,4
Campanula gelida,Campanula gelida,species,9,2,4,2,1,0,9,2,4,2,1
Campanula gentilis,Campanula gentilis,species,7,6,3,6,3,0,7,6,3,6,3
Campanula glomerata,Campanula glomerata,species,7,6,4,7,4,0,7,6,4,7,4
Campanula glomerata ssp. farinosa,Campanula glomerata subsp. farinosa,subspecies,7,6,4,7,4,0,7,6,4,7,4
Campanula glomerata ssp. glomerata,Campanula glomerata subsp. glomerata,subspecies,7,6,4,7,4,0,7,6,4,7,4
Campanula latifolia,Campanula latifolia,species,5,5,6,7,7,0,5,5,6,7,7
Campanula moravica,Campanula moravica,species,7,6,3,6,3,0,7,6,3,6,3
Campanula patula,Campanula patula,species,7,5,5,6,5,0,7,5,5,6,5
Campanula persicifolia,Campanula persicifolia,species,5,6,4,7,5,0,5,6,4,7,5
Campanula rapunculoides,Campanula rapunculoides,species,6,6,5,7,6,0,6,6,5,7,6
Campanula rapunculus,Campanula rapunculus,species,8,7,3,8,5,0,8,7,3,8,5
Campanula rotundifolia,Campanula rotundifolia,species,7,5,4,4,3,0,7,5,x,x,3
Campanula rotundifolia agg.,Campanula rotundifolia agg.,aggregate,7,5,4,5,3,0,7,x,x,x,3
Campanula rotundifolia ssp. rotundifolia,Campanula rotundifolia subsp. rotundifolia,subspecies,7,5,4,4,3,0,7,5,x,x,3
Campanula rotundifolia ssp. sudetica,Campanula rotundifolia subsp. sudetica,subspecies,7,4,5,4,3,0,7,4,5,4,3
Campanula sibirica,Campanula sibirica,species,8,8,2,8,3,0,8,8,2,8,3
Campanula sibirica ssp. sibirica,Campanula sibirica subsp. sibirica,subspecies,8,8,2,8,3,0,8,8,2,8,3
Campanula trachelium,Campanula trachelium,species,4,5,6,7,7,0,4,5,6,7,7
Cannabis sativa,Cannabis sativa,species,7,7,6,6,7,1,7,7,6,6,7
Cannabis sativa var. sativa,Cannabis sativa var. sativa,variant,7,7,6,6,7,1,7,7,6,6,7
Cannabis sativa var. spontanea,Cannabis sativa var. spontanea,variant,7,7,6,6,7,1,7,7,6,6,7
Capsella bursa-pastoris,Capsella bursa-pastoris,species,7,5,5,6,7,0,7,5,5,x,7
Caragana arborescens,Caragana arborescens,species,5,6,5,7,7,1,5,6,5,7,7
Cardamine amara,Cardamine amara,species,5,5,9,6,6,0,5,5,9,6,6
Cardamine amara ssp. amara,Cardamine amara subsp. amara,subspecies,5,5,9,6,6,0,5,5,9,6,6
Cardamine amara ssp. austriaca,Cardamine amara subsp. austriaca,subspecies,5,5,9,6,6,0,5,5,9,6,6
Cardamine amara ssp. opicii,Cardamine amara subsp. opicii,subspecies,7,3,9,4,5,0,7,3,9,4,5
Cardamine dentata,Cardamine dentata,species,6,6,9,6,7,0,6,6,9,6,7
Cardamine flexuosa,Cardamine flexuosa,species,5,5,7,5,6,0,5,5,7,5,6
Cardamine hirsuta,Cardamine hirsuta,species,6,6,5,5,6,0,6,6,5,5,6
Cardamine impatiens,Cardamine impatiens,species,4,5,6,7,7,0,4,5,6,7,7
Cardamine matthioli,Cardamine matthioli,species,7,6,8,6,5,1,7,6,8,6,5
Cardamine parviflora,Cardamine parviflora,species,7,6,7,7,6,0,7,6,7,7,6
Cardamine pratensis,Cardamine pratensis,species,7,5,8,5,5,1,7,5,8,x,x
Cardamine pratensis agg.,Cardamine pratensis agg.,aggregate,7,5,8,6,6,1,7,5,8,x,x
Cardamine resedifolia,Cardamine resedifolia,species,8,2,5,3,3,0,8,2,5,3,3
Cardamine trifolia,Cardamine trifolia,species,3,4,6,7,7,0,3,4,6,7,7
Carduus acanthoides,Carduus acanthoides,species,9,6,4,8,7,1,9,6,4,8,7
Carduus crispus,Carduus crispus,species,6,5,6,6,9,1,6,5,6,6,9
Carduus crispus ssp. crispus,Carduus crispus subsp. crispus,subspecies,6,5,6,6,9,1,6,5,6,6,9
Carduus nutans,Carduus nutans,species,8,6,4,8,6,0,8,6,4,8,6
Carduus nutans ssp. nutans,Carduus nutans subsp. nutans,subspecies,8,6,4,8,6,0,8,6,4,8,6
Carduus personata,Carduus personata,species,7,4,7,7,8,0,7,4,7,7,8
Carduus personata ssp. personata,Carduus personata subsp. personata,subspecies,7,4,7,7,8,0,7,4,7,7,8
Carex acuta,Carex acuta,species,7,5,9,6,6,1,7,5,9,6,6
Carex acuta ssp. acuta,Carex acuta subsp. acuta,subspecies,7,5,9,6,6,1,7,5,9,6,6
Carex acuta ssp. intermedia,Carex acuta subsp. intermedia,subspecies,7,5,9,6,6,1,7,5,9,6,6
Carex acutiformis,Carex acutiformis,species,6,5,9,7,5,1,6,5,9,7,5
Carex alba,Carex alba,species,5,5,4,8,4,0,5,5,4,8,4
Carex appropinquata,Carex appropinquata,species,8,5,9,7,4,0,8,5,9,7,4
Carex aterrima,Carex aterrima,species,8,2,6,4,2,0,8,2,6,4,2
Carex atrata,Carex atrata,species,8,2,6,4,2,0,8,2,6,4,2
Carex atrata agg.,Carex atrata agg.,aggregate,8,2,6,4,2,0,8,2,6,4,2
Carex bigelowii,Carex bigelowii,species,8,2,6,2,2,0,8,2,6,2,2
Carex bigelowii ssp. dacica,Carex bigelowii subsp. dacica,subspecies,8,2,6,2,2,0,8,2,6,2,2
Carex bohemica,Carex bohemica,species,8,5,8,6,6,1,8,5,8,6,6
Carex brizoides,Carex brizoides,species,5,5,7,4,4,0,x,5,7,4,4
Carex brunnescens,Carex brunnescens,species,8,2,7,3,2,0,8,2,7,3,2
Carex buekii,Carex buekii,species,8,5,8,7,6,0,8,5,8,7,6
Carex buxbaumii,Carex buxbaumii,species,7,5,8,7,3,1,7,x,8,7,3
Carex buxbaumii agg.,Carex buxbaumii agg.,aggregate,7,5,8,7,4,1,7,x,8,x,4
Carex canescens,Carex canescens,species,7,4,9,3,2,0,7,4,9,3,2
Carex capillaris,Carex capillaris,species,8,1,8,7,2,0,8,1,8,7,2
Carex caryophyllea,Carex caryophyllea,species,8,6,4,6,3,0,8,x,4,x,3
Carex cespitosa,Carex cespitosa,species,6,5,9,7,5,0,6,5,9,7,5
Carex curvata,Carex curvata,species,6,6,6,6,4,1,6,6,6,6,4
Carex davalliana,Carex davalliana,species,9,5,9,8,2,0,9,5,9,8,2
Carex demissa,Carex demissa,species,8,5,9,4,2,0,8,5,9,4,2
Carex derelicta,Carex derelicta,species,7,3,8,7,2,0,7,3,8,7,2
Carex diandra,Carex diandra,species,8,6,9,5,3,0,8,6,9,5,3
Carex digitata,Carex digitata,species,4,5,5,6,6,0,4,5,5,x,6
Carex digitata var. digitata,Carex digitata var. digitata,variant,4,5,5,6,6,0,4,5,5,x,6
Carex digitata var. pallens,Carex digitata var. pallens,variant,4,5,5,6,6,0,4,5,5,x,6
Carex dioica,Carex dioica,species,9,4,9,5,2,0,9,4,9,x,2
Carex distans,Carex distans,species,8,6,7,8,5,5,8,6,7,8,x
Carex disticha,Carex disticha,species,8,6,9,7,6,2,8,6,9,7,6
Carex divulsa,Carex divulsa,species,5,6,7,6,6,0,5,6,7,6,6
Carex echinata,Carex echinata,species,7,5,8,3,3,0,7,x,8,3,3
Carex elata,Carex elata,species,7,5,10,6,5,1,7,5,10,x,5
Carex elata ssp. elata,Carex elata subsp. elata,subspecies,7,5,10,6,5,1,7,5,10,x,5
Carex elongata,Carex elongata,species,4,5,9,6,6,0,4,5,9,6,6
Carex ericetorum,Carex ericetorum,species,6,5,4,4,2,0,6,5,4,x,2
Carex flacca,Carex flacca,species,7,5,6,8,3,1,7,5,6,8,3
Carex flacca ssp. flacca,Carex flacca subsp. flacca,subspecies,7,5,6,8,3,1,7,5,6,8,3
Carex flava,Carex flava,species,8,5,9,7,3,0,8,5,9,7,3
Carex flava agg.,Carex flava agg.,aggregate,8,5,9,7,2,1,8,5,9,7,2
Carex fritschii,Carex fritschii,species,6,7,4,5,4,0,6,7,4,5,4
Carex hartmanii,Carex hartmanii,species,7,5,8,5,4,0,7,5,8,x,4
Carex hirta,Carex hirta,species,7,6,6,6,5,1,7,6,6,x,5
Carex hordeistichos,Carex hordeistichos,species,8,7,7,7,5,3,8,7,7,7,5
Carex hostiana,Carex hostiana,species,8,5,9,7,2,0,8,5,9,7,2
Carex humilis,Carex humilis,species,7,6,2,8,3,0,7,6,2,8,3
Carex chordorrhiza,Carex chordorrhiza,species,9,4,9,3,2,0,9,4,9,3,2
Carex lasiocarpa,Carex lasiocarpa,species,9,4,9,4,2,0,9,4,9,4,2
Carex leersii,Carex leersii,species,5,6,5,6,6,0,5,6,5,x,6
Carex lepidocarpa,Carex lepidocarpa,species,9,5,9,8,2,0,9,5,9,8,2
Carex leporina,Carex leporina,species,7,4,7,3,4,0,7,4,7,3,4
Carex leporina var. argyroglochin,Carex leporina var. argyroglochin,variant,7,4,7,3,4,0,7,4,7,3,4
Carex leporina var. leporina,Carex leporina var. leporina,variant,7,4,7,3,4,0,7,4,7,3,4
Carex limosa,Carex limosa,species,9,4,10,2,2,0,9,4,10,2,2
Carex macroura,Carex macroura,species,5,6,5,7,5,0,5,6,5,7,5
Carex magellanica,Carex magellanica,species,8,4,9,1,2,0,8,4,9,1,2
Carex magellanica ssp. irrigua,Carex magellanica subsp. irrigua,subspecies,8,4,9,1,2,0,8,4,9,1,2
Carex melanostachya,Carex melanostachya,species,7,6,8,7,6,2,7,6,8,7,6
Carex michelii,Carex michelii,species,6,7,3,7,4,0,6,7,3,7,4
Carex montana,Carex montana,species,5,5,4,7,4,0,5,5,4,7,4
Carex muricata,Carex muricata,species,5,5,5,6,5,0,5,5,5,x,5
Carex muricata agg.,Carex muricata agg.,aggregate,5,5,5,6,5,0,5,5,5,x,5
Carex nigra,Carex nigra,species,8,5,8,3,2,1,8,x,8,3,2
Carex nigra ssp. nigra,Carex nigra subsp. nigra,subspecies,8,5,8,3,2,1,8,5,8,3,2
Carex obtusata,Carex obtusata,species,7,6,4,5,3,0,7,6,4,5,3
Carex oederi,Carex oederi,species,8,5,9,7,2,3,8,5,9,x,2
Carex ornithopoda,Carex ornithopoda,species,6,5,4,9,3,0,6,5,4,9,3
Carex otomana,Carex otomana,species,5,6,5,6,6,0,5,6,5,x,6
Carex otrubae,Carex otrubae,species,8,6,8,8,6,3,8,6,8,8,6
Carex pairae,Carex pairae,species,7,5,5,5,5,0,7,5,5,x,5
Carex pallescens,Carex pallescens,species,7,5,6,4,4,0,7,5,6,4,4
Carex panicea,Carex panicea,species,8,5,8,6,4,1,8,x,8,x,4
Carex paniculata,Carex paniculata,species,7,5,9,7,5,1,7,5,9,7,5
Carex paniculata ssp. paniculata,Carex paniculata subsp. paniculata,subspecies,7,5,9,7,5,1,7,5,9,7,5
