"REFERENCE","REFERENCE_AUTHOR","REFERENCE_YEAR","REFERENCE_TITLE","REFERENCE_JOURNAL"
401857,"Juchelková B.",1994,"Vegetace odvodňovacích kanálů v zemědělské krajině CHKO Litovelské Pomoraví.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
401858,"Bednář V. et Velísek V.",1965,"Fytocenologický materiál tř. Phragmito-Magnocaricetea v Hornomoravském úvalu z let 1965-68.","Ms. [Depon in: authors.]"
401859,"Novotný I. et Kubešová S.",2003,"Mechy Hamatocaulis vernicosus, Meesia triquetra a Paludella squarrosa na nové lokalitě u rybníka Konvent.","Vlastiv. Sborn. Vysočiny, Jihlava, sect. natur., 16: 95-102."
401860,"Hadač E.",1984,"Notes on syntaxonomy of Urtica dioica dominated plant communities.","Acta Bot. Acad. Sci. Slov., Bratislava, ser. A, suppl. 1: 41-44."
401861,"Holub J. et Kučera T.",2003,"Ostružiníky centrálních Brd.","Bohem. Centr., Praha, 26: 211-223."
401862,"Homola T.",1990,"Vegetace na skalách a zdech v Michalském výpadu v Olomouci.","Acta Univ. Palack. Olomuc., Fac. Pedag., Praha, Biol., 6/6: 105-111."
401863,"Boublík K. et Douda J.",2004,"Vegetace lesů.","In: Papáček M. [red.]: Biota Novohradských hor I, p. 41-48, ed. Jihočeská univiverzita, České Budějovice."
401864,"Albrecht J.",2004,"Vegetace pramenišť a rašelinišť.","In: Papáček M. [red.]: Biota Novohradských hor I, p. 49-56, ed. Jihočeská univiverzita, České Budějovice."
401865,"Černý R. et Husák Š.",2004,"Vegetace vodních toků a nádrží.","In: Papáček M. [red.]: Biota Novohradských hor I, p. 57-65, ed. Jihočeská univiverzita, České Budějovice."
401866,"Blažková D. et Černý R.",2004,"Vegetace luk.","In: Papáček M. [red.]: Biota Novohradských hor I, p. 66-72, ed. Jihočeská univiverzita, České Budějovice."
401867,"Papáček M. [red.]",2004,"Biota Novohradských hor: modelové taxony, společenstva a biotopy.","Jihočeská univerzita, České Budějovice, 304 p."
401868,"Papáček M. [red.]",2002,"Biodiverzita a přírodní podmínky Novohradských hor.","Jihočeská univerzita et Entomologický ústav AV ČR, České Budějovice, 283 p."
401869,"Černý R.",2002,"Vegetační poměry vybraných nádrží Novohradských hor a podhůří.","In: Papáček M. [red.]: Biodiverzita a přírodní podmínky Novohradských hor I, p. 97-103, ed. Jihočeská univerzita, České Budějovice."
401870,"Bodlák L. et Pecharová E.",2002,"Vegetace nivy Stropnice jedenáct let po rekultivaci.","In: Papáček M. [red.]: Biodiverzita a přírodní podmínky Novohradských hor I, p. 105-111, ed. Jihočeská univerzita, České Budějovice."
401871,"Papáček M. [red.]",2003,"Biodiverzita a přírodní podmínky Novohradských hor. II.","Jihočeská univerzita et Entomologický ústav AV ČR, České Budějovice, 221 p."
401872,"Černý R.",2003,"Vegetační poměry vybraných nádrží Novohradských hor II.","In: Papáček M. [red.]: Biodiverzita a přírodní podmínky Novohradských hor II, p. 79-85, ed. Jihočeská univiverzita, České Budějovice."
401873,"Černý R.",2003,"Některé významné lokality společenstev mokřadních rostlin jižní části Stropnické pahorkatiny (Novohradské hory).","In: Papáček M. [red.]: Biodiverzita a přírodní podmínky Novohradských hor II, p. 87-90, ed. Jihočeská univiverzita, České Budějovice."
401874,"Smrž T.",2003,"Nelesní vegetace jižních částí Novohradského podhůří.","In: Papáček M. [red.]: Biodiverzita a přírodní podmínky Novohradských hor II, p. 101-107, ed. Jihočeská univerzita, České Budějovice."
401875,"Smrž T.",2003,"Lesní vegetace jižních částí Novohradského podhůří a některých přilehlých okrajů Novohradských hor.","In: Papáček M. [red.]: Biodiverzita a přírodní podmínky Novohradských hor II, p. 109-114, ed. Jihočeská univiverzita, České Budějovice."
401876,"Douda J.",2004,"Mokřadní a lužní lesy a křoviny okolí Bechyně.","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 44: 15-44."
401877,"Navrátilová J. et Navrátil J.",2004,"Rašeliništní vegetace v severní části třeboňsko-jindřichohradeckého pomezí (jižní Čechy).","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 44: 45-58."
401878,"Anonymus",2004,"Nálezy zajímavých a nových druhů v květeně jižní části Čech X.","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 44: 76-80."
401879,"Božková J.",2005,"Luční a pastvinná vegetace v území středního toku řeky Svratky.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401880,"Helánová K.",2005,"Autekologická studie taxonů polyploidního komplexu Polypodium vulgare.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401881,"Králová Š.",2005,"Vegetační a stanovištní studie NPR Rašeliniště Jizery.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401882,"Petrová M.",2005,"Vodní a pobřežní vegetace odstavených ramen Moravy mezi Otrokovicemi a Kostelany.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401883,"Rozbrojová Z.",2005,"Indikace stanovištních podmínek prameništních rašelinišť pomocí chemického složení rostlin.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401884,"Špelinová M.",2005,"Luční vegetace povodí Klabavy na Rokycansku.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401885,"Urbánková J.",2005,"Luční a pastvinná vegetace v povodí střední Oslavy.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401886,"Chrtek J. (jun.), Peckert T.",2002,"Hieracium rothianum u Starého Vestce ve středním Polabí.","Muz. Současnost, Roztoky u Prahy, ser. natur., 16: 15-17."
401887,"Hájek A. et Vacková D.",2002,"Carex pediformis - nový druh pro Český ráj.","Muz. Současnost, Roztoky u Prahy, ser. natur., 17: 19-22."
401888,"Pašťalková H., Vacek S., Matějka K. et Málková J.",2001,"Dynamika vegetace kosodřeviny v ekosystémech západních Krkonoš.","Opera Corcont., Vrchlabí, 38: 89-121."
401889,"Sádlo J.",1991,"Vegetace křovin třídy Rhamno-Prunetea v České republice (popis jednoho chaosu).","Ms. [Dis. pr., depon. in: Bot. Ústav AV ČR, Průhonice.]"
401890,"Boublík K. et Kučera T.",2004,"Acidofilní lemy jihovýchodních Čech - první přiblížení.","In: Kolbek J. et Valachovič M. [red.], Vegetační výzkum a mapování regionů, Bul. Slov. Bot. Spoločn., Bratislava, suppl., 11: 101-126."
401891,"Boublík K.",2004,"Vegetace primárního nexerotermního bezlesí v Jindřišském údolí u Jindřichova Hradce.","Zpr. Čes. Bot. Společ., Praha, 39: 421-430."
401892,"Kolbek J., Boublík K., Černý T. et Petřík P.",2005,"Vegetační vazba druhu Cardaminopsis petraea v České republice.","Zpr. Čes. Bot. Společ., Praha, 40: 243-277."
401893,"Neuhäuslová Z. et Kučera T.",2004,"Beitrag zur Kenntnis der Auenwälder der südböhmischen Becken.","Verh. Zool.-Bot. Ges. Wien, 140: 43-66."
401894,"Češka A.",1961,"Lesy při slapské zdrži.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
401895,"Moravec J. et Husová M.",2004,"Teplomilné reliktní bory v České republice.","Příroda, Praha, 21: 97-116."
401896,"Němcová J.",2004,"Ekologie rostlinných společenstev obnažených den rybníků Velkomeziříčska a ekologie klíčení puchýřky útlé (Coleanthus subtilis).","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
401897,"Navrátilová L.",2005,"Vegetace rašelinných a mokřadních luk části Nízkého Jeseníku.","Ms. [Bak. pr., Depon. in: PřF MU, Brno.]"
401898,"Gerža M.",2005,"Průzkum lokality Louky na Číhalce.","Ms. [Inventariz. průzk., depon. in: Správa CHKO Orlické hory.]"
401899,"Gerža M.",2005,"Průzkum lokality Polomské louky.","Ms. [Inventariz. průzk., depon. in: Správa CHKO Orlické hory.]"
401900,"Gerža M.",2005,"Průzkum lokality Šerlich.","Ms. [Inventariz. průzk., depon. in: Správa CHKO Orlické hory.]"
401901,"Gerža M.",2005,"Kačenčina zahrádka. Botanický průzkum.","Ms. [Inventariz. průzk., depon. in: Správa CHKO Orlické hory.]"
401902,"Chludová K.",2003,"Flóra a vegetace zdí na střední Moravě.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
401903,"Rydlo J.",2005,"Vodní makrofyta ve stojatých vodách na Poděbradsku a Nymbursku.","Muz. Současnost, Roztoky u Prahy, ser. natur., 20: 11-134."
401904,"Koloničná M.",2005,"Diverzifikace nik slatinných zástupců rodu Drepanocladus s. l. v Západních Karpatech: Scorpidium cossonii, S. revolvens, Hamatocaulis vernicosus.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401905,"Lvončík S.",2006,"Lesní vegetace Slezské pahorkatiny a Ostravské pánve.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401906,"Merunková K.",2006,"Luční a pastvinná vegetace Jihlavských vrchů.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401907,"Horodyská E.",2006,"Minerotrofní rašeliniště Českomoravské vrchoviny: Srovnání historických a současných dat.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401908,"Kotouč L.",2003,"Vegetace vázaná na skalní a suťová stanoviště Suchého a Pustého žlebu v Moravském krasu.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401909,"Filípková K.",2001,"Ekofyziologie vybraných druhů vyšších rostlin obnaženého dna sádek Šaloun u Lomnice na Lužnicí.","Ms. [Dipl. pr., Depon. in: PedF JU, České Budějovice]"
401911,"Gutte P. et Pyšek A.",1976,"Das Chenopodietum vulvariae - eine neue Ruderalpflanzengesellschaft.","Feddes Repert., Berlin, 87: 521-526."
401912,"Blažková D.",2006,"Mizející xerothermní společenstvo v Pošumaví.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 3-9."
401913,"Jaroš P.",2006,"Příspěvek ke květeně bílé stráně v lokalitě Na Červeném hrádku poblíž Lysé nad Labem.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 11-18."
401914,"Špryňar P.",2006,"Květena a vegetace vypuštěného Mlýnského rybníka v Suchomastech v Českém krasu.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 19-24."
401915,"Rydlo J.",2006,"Vodní makrofyta ve stojatých vodách v oblasti soutoku Labe a Vltavy.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 25-70."
401916,"Rydlo J.",2006,"Vodní makrofyta ve stojatých vodách v brdských Hřebenech a jejich podhůří.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 71-125."
401917,"Rydlo J.",2006,"Vodní makrofyta ve stojatých vodách v povodí potoka Jedlového, Volarského, Chlumského a Korunáče na Šumavě.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 127-140."
401918,"Rydlo J.",2006,"Vodní makrofyta v Lounském středohoří.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 141-159."
401919,"Rydlo J.",2006,"Vodní makrofyta v Milešovském středohoří.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 160-170."
401920,"Rydlo J.",2006,"Vodní makrofyta v tůních Labe pod Střekovem.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 171-185."
401921,"Rydlo J.",2006,"K 50 letům mostu Inteligence v Praze.","Muz. Současnost, Roztoky u Prahy, ser. natur., 21: 187-189."
401922,"Boublík K. et Černý T.",2006,"Dry psammophytic non-forest vegetation of the Třeboňsko Biosphere Reserve (Czech Republic).","Linzer Biol. Beitr., Linz, 38: 1269-1287."
401923,"Urbanová Z.",2006,"Flóra a vegetace rašelinišť v oblasti pravobřežního Lipna s ohledem na antropogenní vlivy.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401924,"Veselá I.",2007,"Přirozená a polopřirozená vegetace Vizovické pahorkatiny.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401925,"Slavík B.",1969,"Pozoruhodná lokalita boreálně-subatlantského společenstva Sparganietum minimi Schaff 1925 v Českém ráji.","Preslia, Praha, 41: 191-199."
401926,"Lepší M., Lepší P., Štech M., Boublík K. et Půbal D.",2006,"Ostřice převislá (Carex pendula) v jižních Čechách.","Sborn. Jihočes. Muz. České Budějovice - Přír. vědy, 46: 113-118."
401927,"Černý T., Petřík P., Boublík K. et Kolbek J.",2007,"Vegetation with Aira praecox in the Czech Republic compared to its variability in Western Europe.","Phytocoenologia, Stuttgart, 37: 115-134."
401928,"Boublík K. et Zelený D.",2007,"Plant communities of silver fir (Abies alba) forests in southeastern Bohemia.","Tuexenia, Göttingen, 27: 73-90."
401929,"Boublík K., Bílek O. et Žárník M.",2007,"Co vlastně zobrazují české (re)konstrukční geobotanické mapy?","Zpr. Čes. Bot. Společ., Praha, 42: 171-186."
401930,"Rydlo J.",2003,"Vodní makrofyta v tůni Bejkovna u Lžovic.","Pr. Muz. Kolín, ser. natur., 5: 3-14."
401931,"Rydlo J.",1982,"Příspěvek k poznání vodní a pobřežní květeny dolní Loučné a Haldy.","Pr. a Stud. - Přír., Pardubice, 13-14:73-81."
401932,"Rydlo J.",2006,"Vodní makrofyta v povodí Rokytnice v Ašském výběžku.","Sborn. Kraj. Muz. Karlovar. Kraje, Cheb, 2006: 220-235."
401933,"Rydlo J.",2004,"Ostřice Buxbaumova (Carex buxbaumii Wahlenb.) v Záhorském lese u Lipce.","Pr. Muz. Kolín, ser. natur., 6: 3-8."
401934,"Rydlo J.",1998,"Vodní makrofyta potoka Bačovky.","Pr. Muz. Kolín, ser. natur., 3: 3-16."
401935,"Rydlo J.",2002,"Vodní makrofyta v dolním toku řeky Doubravy.","Vlastiv. Zprav. Polabí [CZ], 36: 204-208."
401936,"Rydlo J.",2006,"Vodní makrofyta ve Velkých a Malých Valech v Nymburce v letech 1983 a 2003.","Vlastiv. Zprav. Polabí [CZ], 37: 256-260."
401937,"Rydlo J.",1998,"Vodní makrofyta říčky Výrovky.","Pr. Muz. Kolín, ser. natur., 3: 17-32."
401938,"Rydlo J.",2006,"Vodní makrofyta ve stojatých vodách v okolí Vršovky, Černic, Bohuslavic a Běstvin.","Orchis. Zprav. Čes. Bot. Sect., Rychnov n. Kněžnou, 25/1: 5-14."
401939,"Krýžová E.",2007,"Vztah vegetace a faktorů prostředí vybraných labských tůních.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
401940,"Boublík K., Žárník M. et Douda J.",2007,"Fytocenologická a geobiocenologická studie bučin Třeboňska.","Sborn. Jihočes. Muz. České Budějovice - Přír. vědy,  47: 71-89."
401941,"Chán V., Lepší M. et Lepší P. [red.]",2007,"Nálezy zajímavých a nových druhů v květeně jižní části Čech XIII.","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 47: 91-104."
401942,"Lepší M., Lepší P., Boublík K., Štech M. et Douda J.",2007,"Příspěvek k poznání květeny a vegetace Staré obory u Hluboké nad Vltavou.","Sborn. Jihočes. Muz. České Budějovice - Přír. vědy, 47: 127-135."
401943,"Rydlo J.",2007,"Vodní makrofyta v rybníce Dubák u Černous.","Ms. [Dis. pr., depon. in: knih. Úst. bot. a zool. PřF MU, Brno.]"
401944,"Kolbek J., Lecjaksová S. et Härtel H.",1994,"The integration of Heracleum mantegazzianum into the vegetation: an example from Central Bohemia.","Biológia, Bratislava, 49: 41-51."
401945,"Kolbek J., Sádlo J.et Hadinec J.",2007,"Pseudofumaria alba - ověřený nebo nový druh pro Českou republiku?","Zpr. Čes. Bot. Společ., Praha, 42: 211-219."
401946,"Válek B.",1982,"Půdy Ratibořického údolí a jeho okolí ve vztahu k vegetaci.","Pr. a Stud. - Přír., Pardubice, 13-14: 31-47."
401949,"Bravencová L., Musil Z. et Reiter A.",2007,"Flóra a vegetace obnaženého dna Znojemské a Vranovské údolí nádrže (střední Podyjí).","Thayensia, Znojmo, 7: 153-173."
401950,"Kolbek J.",2000,"Saxifraga steinmannii in Böhmen: Gesellschaften und Ökologie.","Acta Univ. Purkyn., Ústí n. Labem, Stud. Biol., 4: 53-60."
401951,"Jiroušek M.",2008,"Koncentrace živin v hlavičkách vrchovištních rašeliníků ve vztahu k hlavním vegetačním gratientům.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401952,"Jiroušek M.",2006,"Flóra a vegetace rašelinišť Králického Sněžníku.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
401953,"Paukertová I.",2005,"Inventarizační průzkum PR Bílá Voda. Vegetace a květena.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401954,"Pantůček R.",1986,"Vegetační poměry Balcarovy skály v Moravském krasu a význam rostlinného krytu ve vztahu k alergickým onemocněním dýchacích cest.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401955,"Březnová M.",2002,"Botanický inventarizační průzkum PR Balcarova skála-Vintoky (část Balcarka).","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401956,"Unar J.",2002,"Vegetační a floristické poměry NPP Rudické propadání.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401957,"Unar J.",1999,"Vegetační a floristické poměry NPR Hádecká planinka.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401958,"Lustyk P.",2005,"Botanický inventarizační průzkum NPR Býčí skála.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401959,"Šmiták J.",2005,"Inventarizační průzkum NPR Habrůvecká bučina.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401961,"Horák J.",1990,"Národní přírodní památka Býčí skála.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401962,"Horák J.",2000,"Národní přírodní rezervace Josefovské údolí. A. Slovenská stráň, B. Ruská stráň.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401963,"Horák J.",1998,"Národní přírodní rezervace Hádecká planinka.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401964,"Dovrtěl J.",2004,"Geobiocenózy NPP Rudické propadání v CHKO Moravský kras.","Ms. [Dipl. pr., depon in: Správa CHKO Moravský kras, Blansko.]"
401965,"Pařízek M.",1999,"Přírodní rezervace 'Bílá voda'.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401966,"Unar J.",1991,"Geobiocenózy SPR Moravský kras - střed, jižní část Pustého žlebu.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401967,"Unar J.",1999,"Vegetační a floristické poměry PR U Brněnky.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401968,"Šmarda P., Bureš P. et Horová L.",2007,"Random Distribution Pattern and Non-adaptivity of Genome Size in a Highly Variable Population of Festuca pallens.","Ann. Bot., London, 100: 141-150."
401969,"Horák J.",2000,"Josefovské údolí. Část B - Ruská stráň (?).","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401970,"Unar J.",1999,"Vegetační a floristické poměry PR Zadní Hády.","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401971,"Unar J.",1999,"Vegetační a floristické poměry PR Mokřad pod Tipečkem (okres Blansko).","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
401972,"Unar J.",0,"Obřanský hrad?","Ms. [Inventariz. průzk., depon in: Správa CHKO Moravský kras.]"
